N,P,K,temperature,humidity,ph,rainfall,label
18.916,78.602,85.008,33.766,93.878,8.358,105.276,Wheat
76.683,71.636,91.643,32.107,67.567,7.407,252.292,Wheat
35.155,49.407,67.867,17.861,84.78,7.338,381.829,Wheat
43.007,64.069,99.263,39.076,94.039,6.97,46.342,Wheat
79.104,12.672,61.515,30.156,34.052,7.185,249.859,Wheat
15.455,85.519,89.185,10.652,44.312,7.789,326.125,Wheat
116.707,43.702,22.853,17.424,44.699,6.514,296.225,Wheat
50.142,70.168,74.798,21.395,42.601,5.053,297.324,Wheat
64.313,47.202,93.442,31.283,32.835,6.483,228.84,Wheat
48.364,66.749,57.346,30.29,84.698,5.033,288.106,Wheat
91.431,46.12,24.697,43.521,66.924,5.573,151.684,Wheat
104.379,35.802,58.691,24.128,50.653,7.423,49.41,Wheat
52.71,52.833,27.328,10.585,90.801,6.477,186.895,Wheat
107.351,76.723,93.894,35.631,86.909,6.568,63.971,Wheat
82.097,40.324,77.208,20.175,37.137,7.115,245.499,Wheat
114.885,73.456,48.479,19.079,52.061,8.237,169.265,Wheat
43.949,73.43,82.299,13.061,67.681,6.142,179.102,Wheat
16.221,78.41,85.198,16.969,81.271,5.141,244.967,Wheat
99.085,58.71,69.728,34.581,76.03,5.421,83.617,Wheat
108.607,30.997,23.396,36.168,81.853,4.649,269.355,Wheat
50.108,83.389,76.316,32.758,36.182,6.473,184.818,Wheat
108.821,79.596,77.166,27.939,70.047,6.003,284.622,Wheat
50.459,35.397,62.336,37.143,80.878,6.089,398.742,Wheat
104.952,59.71,30.269,16.176,31.983,7.293,37.348,Wheat
12.598,77.066,99.647,30.101,50.517,5.813,119.326,Wheat
29.085,38.504,77.776,34.56,79.372,4.576,25.482,Wheat
17.465,81.09,61.638,44.204,45.312,5.85,179.495,Wheat
112.023,21.771,18.266,15.852,94.191,5.744,264.864,Wheat
79.098,84.772,86.479,23.53,95.295,7.746,47.417,Wheat
104.878,84.226,47.655,36.171,62.453,4.637,349.899,Wheat
10.424,66.203,65.351,11.068,46.107,5.985,241.748,Wheat
27.449,14.898,93.522,40.231,86.689,7.068,297.91,Wheat
117.1,66.136,39.032,34.038,86.394,6.14,350.9,Wheat
134.111,30.507,25.04,10.174,36.014,8.303,181.833,Wheat
44.603,26.833,17.007,38.685,79.709,7.578,172.03,Wheat
121.941,46.048,86.615,25.74,83.067,4.955,136.089,Wheat
76.074,84.489,35.532,31.149,98.086,5.269,372.427,Wheat
96.604,27.917,59.943,38.116,43.634,8.29,131.384,Wheat
5.472,42.862,72.366,39.434,71.72,6.126,81.48,Wheat
63.6,12.587,57.662,32.183,44.187,4.64,238.101,Wheat
83.111,64.815,61.345,39.172,57.764,4.574,245.381,Wheat
66.137,31.382,66.914,30.387,41.228,8.42,362.527,Wheat
9.178,13.369,52.887,13.86,34.763,5.544,369.482,Wheat
49.52,53.492,32.295,25.733,65.509,5.937,50.978,Wheat
149.41,14.869,40.796,31.331,40.374,6.693,329.877,Wheat
90.862,45.138,86.921,22.05,58.088,8.079,23.324,Wheat
33.409,32.414,96.687,28.482,72.393,5.455,37.015,Wheat
35.558,36.02,91.957,15.963,79.374,4.89,378.243,Wheat
112.939,14.162,29.234,18.619,40.797,4.802,45.289,Wheat
146.316,9.173,89.394,14.099,93.397,7.452,122.953,Wheat
43.467,52.986,87.56,30.83,76.4,6.177,30.376,Wheat
139.094,41.293,26.05,16.171,35.089,5.348,258.744,Wheat
138.269,63.325,83.684,36.146,59.649,8.293,139.809,Wheat
110.481,65.772,54.841,29.981,92.289,7.447,166.157,Wheat
76.971,26.369,98.371,43.31,95.604,6.464,324.156,Wheat
115.597,63.372,98.792,21.541,46.944,8.281,248.391,Wheat
107.262,42.654,87.121,22.19,45.38,5.218,151.5,Wheat
136.856,16.797,35.669,38.665,90.791,7.269,138.768,Wheat
90.468,18.566,14.454,22.981,51.076,5.299,189.808,Wheat
79.206,70.035,86.214,44.105,99.066,7.7,47.995,Wheat
86.498,85.642,11.512,42.59,56.784,4.933,97.65,Wheat
55.813,31.089,54.848,14.537,66.929,5.094,75.335,Wheat
145.806,41.808,25.189,22.579,31.227,4.816,168.427,Wheat
29.717,56.487,18.97,31.08,68.141,6.128,167.315,Wheat
148.954,47.97,66.755,26.077,30.298,5.861,383.843,Wheat
138.262,55.898,80.071,25.313,40.573,6.156,218.255,Wheat
148.422,78.007,80.298,19.097,80.159,4.96,77.201,Wheat
102.543,69.098,79.378,38.614,96.669,4.612,69.199,Wheat
51.004,38.97,59.326,13.289,70.734,7.947,224.83,Wheat
75.363,87.371,40.361,39.367,46.552,5.889,161.271,Wheat
105.38,37.774,27.944,15.95,94.226,5.068,129.302,Wheat
107.795,80.963,86.799,10.318,56.727,5.642,253.527,Wheat
89.333,58.193,56.787,27.312,50.256,7.587,351.548,Wheat
12.417,27.872,14.705,16.801,39.784,7.234,106.365,Wheat
46.852,64.305,33.433,10.851,36.428,8.406,146.473,Wheat
22.533,44.55,90.459,31.235,39.786,6.282,236.967,Wheat
138.623,15.679,12.87,18.617,48.8,7.355,279.637,Wheat
102.41,56.294,55.832,34.616,62.783,6.914,385.638,Wheat
124.529,61.46,55.385,39.902,31.262,7.139,182.452,Wheat
27.379,43.485,75.908,11.489,84.884,4.715,32.459,Wheat
7.684,24.148,65.516,36.562,87.98,6.394,342.087,Wheat
82.502,46.911,13.014,25.87,56.853,5.688,314.432,Wheat
83.621,65.713,48.391,16.657,35.358,5.096,175.986,Wheat
101.615,26.93,53.62,34.662,99.907,5.566,347.837,Wheat
43.366,12.298,53.0,27.272,94.363,6.799,381.844,Wheat
5.954,53.869,42.768,27.07,45.316,7.468,142.375,Wheat
112.4,41.272,25.774,37.007,63.304,5.088,133.382,Wheat
36.495,6.339,96.108,23.821,38.296,6.269,313.597,Wheat
5.354,82.626,69.438,38.169,80.382,4.74,290.325,Wheat
15.663,14.322,69.202,40.32,96.659,5.328,246.512,Wheat
28.568,49.172,96.198,24.384,50.745,5.96,277.41,Wheat
49.314,81.102,47.207,37.693,92.178,6.133,169.249,Wheat
99.904,77.222,37.402,32.829,73.456,7.979,117.189,Wheat
29.63,20.66,96.02,43.506,41.927,7.476,22.726,Wheat
54.962,61.238,93.66,19.402,69.842,5.412,362.449,Wheat
97.417,62.432,86.39,13.031,49.196,7.111,212.243,Wheat
34.315,62.768,73.634,25.372,89.582,7.848,362.833,Wheat
133.486,17.298,71.622,34.158,36.153,8.28,127.888,Wheat
141.905,53.359,38.059,10.988,71.973,8.293,100.342,Wheat
62.181,21.648,81.929,14.601,72.907,6.891,397.21,Wheat
128.147,30.422,61.693,10.197,72.34,6.511,260.527,Wheat
86.911,34.762,63.277,19.652,98.551,6.273,274.899,Wheat
95.439,45.089,60.206,39.367,80.64,4.961,222.429,Wheat
6.309,46.426,14.032,18.628,78.807,7.73,192.602,Wheat
88.569,86.674,22.934,33.7,52.787,8.175,221.546,Wheat
9.011,52.383,32.994,33.915,45.756,4.933,201.294,Wheat
107.41,53.597,23.723,26.441,47.236,5.23,33.241,Wheat
149.799,46.904,23.313,14.417,80.758,7.965,42.253,Wheat
56.125,22.583,24.511,11.92,83.856,8.292,343.045,Wheat
50.762,59.0,78.851,34.576,58.356,7.465,193.773,Wheat
66.83,50.849,71.737,41.988,74.331,5.377,73.234,Wheat
146.534,86.861,92.431,25.942,89.752,6.67,237.447,Wheat
89.451,64.594,15.646,16.053,80.671,6.344,207.029,Wheat
117.201,6.642,46.528,10.315,30.685,8.012,317.774,Wheat
77.213,38.811,97.719,33.019,66.628,5.048,192.211,Wheat
64.172,71.723,22.315,31.601,94.856,6.923,293.944,Wheat
123.908,40.852,54.248,42.853,73.812,7.544,307.128,Wheat
20.173,58.581,18.973,30.437,54.861,5.577,332.948,Wheat
99.664,34.547,93.036,22.21,80.521,5.871,167.157,Wheat
140.663,65.862,66.78,41.195,39.907,7.793,345.281,Wheat
130.573,9.886,88.192,44.269,81.514,5.906,41.269,Wheat
49.173,60.137,75.267,17.955,50.777,5.657,43.128,Wheat
20.823,32.639,85.418,32.766,63.651,6.862,387.302,Wheat
25.622,59.507,35.642,27.117,68.008,8.086,283.61,Wheat
142.728,52.481,91.98,33.358,61.759,4.525,202.429,Wheat
144.217,11.001,29.835,24.351,85.515,6.032,120.275,Wheat
52.93,58.894,75.606,22.692,89.952,6.204,40.761,Wheat
8.941,80.69,73.583,33.104,80.616,6.547,349.227,Wheat
128.01,83.543,57.148,30.085,40.636,8.421,302.103,Wheat
80.886,14.955,54.009,25.829,48.121,7.48,295.901,Wheat
33.677,89.652,75.397,13.241,38.532,6.101,87.648,Wheat
22.477,15.604,95.794,34.857,45.684,5.536,251.715,Wheat
83.305,30.256,36.441,27.373,68.764,8.244,386.522,Wheat
145.911,43.351,42.937,29.995,71.016,5.326,80.21,Wheat
77.8,31.623,21.279,30.115,98.789,5.705,187.436,Wheat
119.224,5.869,84.304,33.97,81.224,6.528,147.599,Wheat
14.884,44.345,95.288,37.506,93.57,6.258,180.1,Wheat
78.329,49.033,25.321,36.545,87.464,8.203,180.561,Wheat
26.762,63.122,11.613,34.678,83.445,6.923,126.804,Wheat
9.029,83.579,26.823,13.584,39.226,5.95,164.278,Wheat
102.227,49.725,42.076,39.202,56.431,6.633,189.448,Wheat
60.597,53.831,68.123,29.232,72.842,5.335,224.45,Wheat
87.355,48.027,19.308,26.603,39.044,8.133,163.807,Wheat
17.915,75.79,20.473,16.277,45.551,5.851,378.13,Wheat
58.825,37.079,16.598,35.644,97.875,6.443,395.15,Wheat
55.745,7.394,78.056,21.699,67.748,5.333,145.243,Wheat
48.145,29.767,11.27,29.956,85.631,8.073,126.987,Wheat
107.786,60.411,35.748,34.609,46.558,8.065,175.398,Wheat
82.703,83.553,51.043,16.199,85.018,6.359,72.007,Wheat
27.4,84.025,50.31,33.417,97.925,6.937,225.393,Wheat
49.437,69.049,46.083,13.254,69.998,7.075,142.917,Wheat
12.2,87.447,13.551,34.487,78.792,5.289,75.023,Wheat
8.937,31.519,35.754,27.624,88.101,5.913,360.187,Wheat
66.675,83.86,58.474,39.729,38.063,5.615,235.371,Wheat
141.668,69.059,96.717,34.148,76.968,6.02,185.788,Wheat
129.666,31.958,17.034,29.184,35.061,8.103,185.237,Wheat
104.083,62.901,15.251,44.584,60.93,4.582,345.537,Wheat
127.703,27.629,55.368,35.436,53.76,6.755,143.468,Wheat
103.791,49.55,27.905,11.566,88.409,5.352,284.128,Wheat
36.719,54.277,61.083,27.486,44.515,6.715,272.804,Wheat
11.168,66.574,34.59,22.207,54.414,4.793,285.842,Wheat
60.022,57.291,60.47,12.403,52.348,5.15,283.148,Wheat
33.451,85.427,87.899,36.291,99.27,4.737,155.833,Wheat
43.149,39.05,92.387,17.362,64.922,4.989,174.266,Wheat
9.598,40.172,97.183,13.939,50.118,4.651,303.516,Wheat
34.935,14.192,98.432,15.478,59.262,5.165,90.222,Wheat
52.673,53.264,81.15,22.735,86.225,6.648,131.926,Wheat
40.88,87.221,84.558,33.202,39.684,7.453,215.123,Wheat
30.835,19.313,39.205,37.676,34.997,4.81,69.791,Wheat
48.029,57.025,38.414,31.413,58.12,5.871,396.22,Wheat
12.138,13.857,40.662,32.302,66.561,4.763,232.243,Wheat
143.336,39.512,88.065,18.2,41.794,6.367,291.035,Wheat
48.323,42.453,45.002,11.797,73.949,6.681,387.838,Wheat
62.925,54.05,91.136,37.497,50.168,6.153,72.535,Wheat
116.283,75.503,24.449,12.859,52.946,5.639,33.976,Wheat
33.643,88.124,37.837,13.968,81.71,7.024,175.093,Wheat
147.188,21.067,97.718,37.462,85.361,7.906,143.813,Wheat
74.483,27.685,42.076,12.297,41.997,7.963,164.76,Wheat
74.693,53.862,89.658,42.964,45.257,6.337,174.911,Wheat
101.522,77.592,83.26,18.936,81.856,8.392,144.862,Wheat
103.323,15.687,61.791,10.84,75.347,6.19,399.432,Wheat
47.606,89.227,38.061,10.543,69.832,5.627,294.046,Wheat
92.251,35.175,36.155,22.344,35.875,5.456,354.343,Wheat
6.763,86.173,79.454,40.905,90.427,7.818,119.97,Wheat
113.684,76.216,61.127,26.211,80.726,7.084,170.52,Wheat
139.954,77.035,78.054,29.327,79.978,4.613,149.313,Wheat
132.863,63.628,29.713,33.036,81.296,5.242,322.477,Wheat
74.432,58.534,87.25,30.595,88.924,6.121,255.46,Wheat
88.42,35.739,83.595,21.793,63.658,6.616,324.537,Wheat
87.64,52.819,71.253,19.191,44.71,7.666,83.985,Wheat
90.318,68.776,29.432,10.342,99.853,4.979,193.449,Wheat
90.373,10.07,51.337,35.24,72.258,6.114,228.074,Wheat
74.034,59.649,15.198,38.844,59.275,6.465,374.688,Wheat
130.779,23.003,92.295,28.755,86.436,5.684,35.877,Wheat
99.488,70.592,66.884,11.118,48.327,7.729,93.791,Wheat
41.061,20.666,76.204,25.998,98.801,6.038,246.941,Wheat
31.966,86.069,92.851,25.07,81.068,5.314,323.856,Wheat
82.365,46.757,44.131,19.512,60.067,5.369,279.259,Wheat
133.131,13.917,75.377,19.573,75.511,4.51,155.703,Wheat
115.311,83.095,29.443,43.368,48.931,6.145,376.009,Wheat
142.566,83.069,67.198,20.644,58.338,6.431,229.479,Wheat
127.641,78.401,26.579,43.437,87.221,7.225,329.272,Wheat
67.436,66.718,28.87,17.498,31.871,5.942,106.693,Wheat
8.847,54.987,99.016,29.3,47.094,7.637,60.856,Wheat
125.799,85.718,51.324,29.802,86.98,4.508,90.945,Wheat
35.862,73.877,22.916,15.661,46.785,4.685,185.909,Wheat
101.229,15.573,84.416,10.201,64.817,7.285,205.099,Wheat
125.368,88.01,26.926,34.084,30.133,6.264,64.155,Wheat
147.572,61.243,10.924,40.61,30.188,7.487,144.634,Wheat
25.938,82.8,20.568,35.228,88.546,5.289,388.379,Wheat
69.014,11.872,20.243,20.483,56.248,7.312,287.961,Wheat
23.311,68.936,42.891,23.639,54.422,8.145,351.27,Wheat
43.901,50.383,28.163,42.495,40.622,7.763,233.1,Wheat
79.393,39.999,40.475,29.807,68.461,7.153,139.297,Wheat
66.208,63.749,16.687,15.225,90.413,7.134,193.782,Wheat
65.808,28.401,26.173,20.806,81.825,4.854,36.736,Wheat
106.776,70.017,37.268,42.484,78.825,5.812,226.648,Wheat
59.544,82.537,68.299,38.778,36.381,6.36,392.117,Wheat
86.503,22.809,80.365,16.176,30.999,6.816,224.959,Wheat
29.027,45.879,34.554,41.728,72.017,8.022,199.328,Wheat
114.77,62.256,48.668,30.441,49.457,7.505,96.626,Wheat
30.126,59.955,77.983,21.95,79.958,5.541,61.096,Wheat
128.848,15.197,43.267,10.46,72.051,5.565,151.55,Wheat
46.429,86.867,45.727,16.222,79.238,4.682,315.947,Wheat
93.168,29.962,61.589,33.234,39.594,4.522,324.947,Wheat
142.509,77.114,86.429,10.809,32.246,4.932,30.044,Wheat
96.804,9.175,45.439,11.916,72.283,7.881,33.195,Wheat
64.637,31.378,29.095,24.31,76.169,4.518,382.027,Wheat
65.701,9.327,62.831,37.115,61.095,7.468,83.061,Wheat
129.191,87.713,66.729,16.058,41.128,6.365,50.164,Wheat
28.363,36.828,75.25,34.305,53.182,4.844,186.731,Wheat
21.303,66.15,97.739,42.179,36.238,5.436,310.723,Wheat
111.976,49.213,57.358,40.923,87.325,4.588,359.51,Wheat
43.202,53.282,86.041,44.194,94.541,5.461,376.019,Wheat
92.058,46.689,62.986,43.28,65.488,4.989,61.526,Wheat
97.504,13.605,99.441,41.258,81.05,8.459,216.422,Wheat
94.486,63.409,38.149,42.795,51.103,8.222,69.684,Wheat
20.883,51.483,86.184,12.918,92.703,5.779,179.117,Wheat
96.026,52.44,63.214,13.761,90.031,7.634,268.195,Wheat
103.126,83.599,35.975,21.196,71.444,7.026,167.546,Wheat
61.643,77.673,33.486,24.884,41.925,6.67,353.556,Wheat
24.111,75.916,32.956,27.849,34.684,8.113,124.143,Wheat
127.499,59.057,99.1,39.209,76.3,5.007,90.24,Wheat
47.913,78.356,73.312,10.421,62.261,6.225,25.731,Wheat
94.069,19.608,91.749,13.506,54.825,8.073,394.914,Wheat
66.301,35.99,79.179,36.725,78.44,7.001,289.326,Wheat
140.984,25.422,25.622,12.545,75.386,5.274,122.814,Wheat
29.106,59.447,11.164,20.956,53.696,7.553,215.266,Wheat
83.805,42.305,82.673,24.78,53.214,5.616,279.56,Wheat
64.195,56.067,30.622,13.427,65.065,5.168,303.24,Wheat
102.08,7.267,80.668,44.892,31.873,4.986,248.343,Wheat
106.042,68.313,36.359,14.376,69.179,4.888,192.224,Wheat
132.13,23.246,60.392,23.314,98.978,6.377,102.075,Wheat
8.473,24.995,64.454,11.585,61.039,7.587,121.565,Wheat
134.381,7.657,60.116,30.256,94.409,6.174,350.053,Wheat
141.367,73.086,43.08,22.745,58.098,5.781,359.804,Wheat
137.075,62.282,85.368,40.323,85.872,8.216,254.746,Wheat
67.949,37.376,15.85,35.22,58.378,7.232,271.204,Wheat
106.434,5.423,68.716,35.162,55.711,7.805,279.603,Wheat
124.863,56.916,96.254,33.335,86.51,8.349,92.754,Wheat
149.628,7.906,28.424,12.332,46.578,6.25,246.213,Wheat
138.559,66.604,36.137,31.874,96.76,5.529,107.503,Wheat
19.693,75.027,56.105,18.605,99.989,6.294,156.164,Wheat
51.626,63.697,80.982,25.018,83.516,6.846,210.721,Wheat
10.812,9.721,31.608,24.328,95.887,4.675,323.81,Wheat
11.826,41.41,34.504,34.113,48.779,7.444,296.957,Wheat
103.131,86.054,49.419,42.679,95.89,7.951,42.003,Wheat
12.383,22.624,26.577,32.651,58.682,5.073,117.777,Wheat
99.803,74.18,38.236,11.23,50.745,4.511,145.748,Wheat
139.197,88.72,29.49,42.633,75.538,6.028,37.354,Wheat
26.207,87.386,73.713,33.839,79.289,6.072,77.12,Wheat
84.499,57.413,94.795,16.25,40.933,6.767,25.067,Wheat
28.003,86.903,94.492,43.905,86.658,7.201,234.365,Wheat
134.174,60.641,30.508,10.058,80.447,5.963,220.209,Wheat
111.623,61.929,92.216,29.465,88.926,7.83,308.171,Wheat
28.32,41.496,83.237,41.34,40.14,6.958,218.802,Wheat
140.796,28.911,98.701,42.107,50.065,6.833,86.981,Wheat
31.105,57.647,55.156,13.905,51.239,4.789,112.039,Wheat
93.748,30.753,38.276,34.245,44.627,5.098,154.299,Wheat
10.449,29.619,89.698,30.752,48.288,5.658,54.416,Wheat
119.162,51.332,36.148,30.876,36.823,5.322,320.265,Wheat
35.542,8.912,98.191,20.978,97.461,6.436,33.88,Wheat
103.602,68.202,14.2,42.521,32.127,5.248,363.721,Wheat
129.946,56.907,87.227,40.977,32.277,5.759,248.029,Wheat
39.047,34.77,68.225,19.392,89.808,7.643,180.079,Wheat
139.417,12.663,73.443,34.629,62.319,6.289,314.6,Wheat
90.905,54.707,33.505,34.583,56.728,8.144,113.225,Wheat
69.063,48.988,92.708,15.205,92.559,5.456,58.999,Wheat
138.89,69.691,32.768,27.513,64.57,5.38,320.973,Wheat
125.303,52.162,96.465,12.182,43.022,6.61,324.983,Wheat
51.364,21.69,41.172,26.362,35.052,5.81,290.502,Wheat
12.617,35.529,47.071,35.655,64.768,6.508,43.09,Wheat
119.026,85.624,95.437,30.218,96.93,5.332,284.447,Wheat
19.3,63.381,91.44,17.668,53.987,7.437,130.335,Wheat
88.227,51.048,81.72,12.501,36.885,4.838,269.099,Wheat
14.242,9.596,67.051,32.699,96.367,5.506,191.227,Wheat
129.032,16.284,12.544,40.17,55.72,8.306,321.071,Wheat
49.346,51.061,44.057,43.988,80.546,8.324,106.965,Wheat
30.966,40.035,17.979,10.449,44.933,7.449,93.252,Wheat
134.149,35.72,94.5,31.314,38.063,6.106,64.05,Wheat
88.736,28.422,11.989,20.718,96.524,7.258,133.496,Wheat
139.172,58.226,96.3,25.733,54.01,7.422,90.084,Wheat
149.752,62.041,91.546,14.153,94.053,5.839,231.026,Wheat
146.286,29.917,64.315,18.604,37.459,4.713,370.639,Wheat
128.701,26.984,63.016,31.782,64.314,8.295,45.792,Wheat
57.35,67.489,18.852,27.707,33.763,8.221,172.797,Wheat
143.729,87.829,75.258,11.517,43.856,6.951,254.526,Wheat
92.724,72.963,68.149,24.509,79.624,7.77,311.082,Wheat
122.01,80.047,96.364,32.418,91.463,8.379,166.446,Wheat
107.152,53.921,90.399,23.76,85.282,6.181,126.941,Wheat
101.031,73.422,94.726,22.487,40.871,6.225,393.502,Wheat
77.265,68.719,56.411,22.281,32.419,6.36,57.792,Wheat
45.041,42.099,15.594,24.584,57.089,7.214,38.654,Wheat
107.147,54.833,77.933,32.711,36.084,5.088,152.623,Wheat
73.624,30.094,98.87,15.767,67.374,5.16,201.324,Wheat
42.493,38.24,31.654,25.781,40.554,7.498,179.872,Wheat
74.074,17.373,37.167,42.154,78.553,8.056,202.045,Wheat
116.639,14.351,45.608,14.039,56.555,6.327,52.405,Wheat
79.946,60.979,14.655,42.498,68.36,8.374,52.423,Wheat
128.675,88.126,76.888,10.932,46.961,8.366,367.567,Wheat
8.009,21.117,91.349,40.777,43.169,6.334,299.626,Wheat
147.575,57.411,22.644,23.641,58.395,4.922,357.556,Wheat
59.138,8.1,63.227,31.19,92.103,5.512,345.854,Wheat
143.878,55.624,92.61,17.439,39.046,7.26,325.473,Wheat
144.377,34.294,92.162,12.637,92.345,6.248,238.533,Wheat
91.344,77.902,72.682,10.689,79.872,6.765,363.763,Wheat
137.797,39.024,76.372,39.447,61.223,5.959,267.352,Wheat
115.623,81.319,86.133,29.74,94.115,5.693,392.909,Wheat
8.654,88.896,80.843,30.679,51.044,8.355,136.747,Wheat
122.704,84.68,56.065,42.028,79.48,4.827,114.694,Wheat
103.881,46.944,26.108,10.43,89.202,6.719,104.134,Wheat
31.131,32.954,13.067,38.716,59.508,8.076,156.142,Wheat
16.462,77.362,54.504,26.322,33.986,6.808,26.795,Wheat
106.143,21.36,42.923,39.745,50.851,7.865,394.296,Wheat
112.662,41.393,26.239,35.192,97.94,7.996,383.572,Wheat
67.754,72.466,69.223,38.575,48.166,7.907,276.481,Wheat
119.059,13.784,67.646,31.497,38.847,6.009,347.711,Wheat
76.84,88.517,37.044,40.181,45.693,7.328,88.052,Wheat
97.429,49.008,25.086,33.488,81.411,6.833,354.959,Wheat
15.948,61.267,22.963,32.396,38.695,8.233,126.62,Wheat
17.987,49.854,90.496,44.108,72.856,7.452,51.141,Wheat
68.611,59.567,46.205,34.182,80.138,4.675,30.928,Wheat
12.159,37.669,26.95,21.665,95.626,5.055,179.153,Wheat
118.213,33.5,13.251,19.058,57.922,8.181,314.313,Wheat
27.399,85.486,90.807,38.848,98.052,7.587,327.174,Wheat
130.299,56.51,30.83,16.213,94.617,5.897,327.496,Wheat
42.852,21.704,81.537,14.261,98.693,4.685,284.992,Wheat
84.863,36.206,10.71,27.101,49.281,8.126,226.23,Wheat
15.576,48.371,23.241,27.484,48.473,6.107,286.86,Wheat
111.645,79.804,26.025,39.452,49.008,8.481,110.923,Wheat
8.108,61.573,38.425,22.527,74.13,8.106,381.29,Wheat
80.53,67.593,21.152,29.007,60.639,4.831,47.906,Wheat
101.425,59.116,82.379,31.308,86.092,5.326,114.983,Wheat
32.976,40.083,33.324,36.556,50.732,6.4,341.032,Wheat
8.046,66.983,96.325,25.225,79.83,4.568,280.434,Wheat
71.013,36.507,67.992,36.215,94.765,7.989,124.513,Wheat
100.296,52.269,87.484,29.055,68.005,8.412,289.67,Wheat
17.634,27.896,11.766,25.865,64.409,6.105,71.834,Wheat
66.442,5.777,22.532,28.623,37.847,6.478,217.765,Wheat
31.108,32.855,30.573,30.223,36.752,4.811,159.803,Wheat
58.622,78.565,15.002,24.522,72.502,5.149,161.357,Wheat
31.709,71.922,36.032,22.541,66.105,4.934,294.159,Wheat
73.472,77.27,47.965,36.376,46.624,5.821,234.9,Wheat
8.479,65.809,93.428,18.067,56.625,6.477,231.789,Wheat
48.476,50.801,42.283,31.085,94.314,6.588,256.941,Wheat
107.564,18.318,49.039,10.245,46.457,6.434,161.543,Wheat
13.531,40.123,46.27,16.958,82.7,4.677,68.51,Wheat
37.521,57.035,76.432,20.795,56.143,6.136,205.32,Wheat
101.213,60.075,79.787,26.157,68.909,6.219,25.332,Wheat
34.414,43.4,89.248,38.939,59.501,6.028,236.017,Wheat
62.615,5.777,56.519,30.572,80.014,6.828,244.17,Wheat
108.124,67.403,77.926,11.517,53.576,5.228,221.24,Wheat
102.949,55.652,90.276,29.054,55.722,7.705,344.675,Wheat
16.314,86.977,69.433,14.172,38.141,5.111,121.276,Wheat
129.265,86.69,90.536,27.875,40.762,8.262,258.171,Wheat
79.808,88.244,91.002,39.433,86.642,5.907,97.943,Wheat
89.799,69.461,68.188,38.256,34.862,7.658,243.041,Wheat
131.202,47.437,84.982,40.352,67.06,5.226,233.705,Wheat
81.294,76.686,36.948,31.623,72.187,5.849,290.078,Wheat
77.868,27.441,79.403,31.395,30.418,7.159,358.604,Wheat
57.224,29.677,29.59,18.422,49.752,7.8,140.342,Wheat
74.967,63.415,79.084,34.159,41.553,5.341,255.349,Wheat
73.538,87.206,87.899,43.782,82.589,7.904,337.099,Wheat
84.942,19.066,33.131,14.604,46.652,7.307,395.016,Wheat
98.582,11.277,19.658,26.841,79.651,5.371,122.743,Wheat
101.548,19.038,29.565,16.086,85.6,4.501,139.802,Wheat
20.607,54.317,21.415,37.95,31.429,5.537,49.076,Wheat
44.989,36.827,69.635,21.026,47.637,7.212,72.092,Wheat
15.636,24.235,42.022,35.853,89.893,7.976,28.485,Wheat
133.308,23.486,14.329,24.573,99.766,5.213,62.731,Wheat
116.607,58.605,78.435,14.757,49.949,6.31,312.558,Wheat
5.263,81.706,34.766,30.004,68.752,4.799,121.99,Wheat
134.259,48.031,43.529,39.485,87.697,6.412,331.683,Wheat
131.3,42.745,27.012,15.063,55.767,5.946,302.164,Wheat
87.368,64.612,58.619,44.345,61.078,5.659,385.018,Wheat
138.028,59.09,44.05,29.977,88.517,7.386,57.469,Wheat
69.248,61.775,49.389,25.77,70.993,5.016,212.359,Wheat
41.34,64.667,15.485,14.52,32.206,4.935,207.467,Wheat
37.49,40.474,65.105,39.358,71.013,8.396,205.636,Wheat
31.462,35.888,77.638,10.846,76.17,8.498,44.782,Wheat
109.326,64.674,95.518,20.326,97.161,7.382,178.841,Wheat
149.204,89.636,70.918,13.052,71.039,8.056,195.663,Wheat
107.956,34.186,86.283,36.875,57.498,7.512,70.912,Wheat
121.223,31.899,25.884,12.582,84.661,7.284,99.075,Wheat
134.097,63.234,80.271,16.994,88.115,6.773,24.557,Wheat
86.583,6.29,78.894,25.501,35.569,4.723,157.577,Wheat
137.1,27.775,83.914,33.318,49.261,6.862,37.334,Wheat
